,ADDRESS,CITY,"ZIP CODE",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
154,"5970 Alton Rd","Miami Beach",33140,25.841345,-80.130585,1,rooftop,5970,"Alton Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
155,"547 NE 59th St",Miami,33137,25.830426,-80.184248,1,rooftop,547,"NE 59th St",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
156,"4975 Delaware Ave","Miami Beach",33140,25.825971,-80.130865,1,rooftop,4975,"Delaware Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
157,"441 W 34th St","Miami Beach",33140,25.809499,-80.129534,1,rooftop,441,"W 34th St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
158,"3420 Sheridan Ave","Miami Beach",33140,25.809759,-80.129039,1,rooftop,3420,"Sheridan Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
159,"733 NE 75th St",Miami,33138,25.844454,-80.181325,1,rooftop,733,"NE 75th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
160,"6350 Pinetree Dr","Miami Beach",33141,25.844828,-80.126335,1,rooftop,6350,"Pine Tree Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
161,"528 W 51st St","Miami Beach",33140,25.827052,-80.127098,1,rooftop,528,"W 51st St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
162,"600 NE 50th Ter",Miami,33137,25.8221,-80.18334,1,rooftop,600,"NE 50th Ter",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
163,"4730 Bay Point Rd",Miami,33137,25.819467,-80.187329,1,rooftop,4730,"Bay Point Rd",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
164,"5334 Pine Tree Dr","Miami Beach",33140,25.831033,-80.124706,1,rooftop,5334,"Pine Tree Dr","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
165,"640 W 51st St","Miami Beach",33140,25.827008,-80.12863,1,rooftop,640,"W 51st St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
166,"1248 NE 89th St",Miami,33138,25.856957,-80.171767,1,rooftop,1248,"NE 89th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
167,"563 W 49th St","Miami Beach",33140,25.825784,-80.128125,1,rooftop,563,"W 49th St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
168,"6166 Pine Tree Dr","Miami Beach",33140,25.843231,-80.125677,1,rooftop,6166,"Pine Tree Dr","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
169,"3467 Prairie Ave","Miami Beach",33140,25.810712,-80.130565,1,rooftop,3467,"Prairie Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
170,"5151 Collins Ave","Miami Beach",33140,25.828809,-80.121399,1,rooftop,5151,"Collins Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
171,"130 NE 45th St",Miami,33137,25.816811,-80.192863,1,rooftop,130,"NE 45th St",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
172,"5225 Collins Ave","Miami Beach",33140,25.829821,-80.121153,1,rooftop,5225,"Collins Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
173,"695 NE 70th St",Miami,33138,25.839772,-80.18235,1,rooftop,695,"NE 70th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
174,"7300 Trouville Esplanade","Miami Beach",33141,25.854129,-80.138328,1,rooftop,7300,"Trouville Esplanade","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
175,"5120 Alton Rd","Miami Beach",33140,25.828176,-80.130996,1,rooftop,5120,"Alton Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
176,"4444 Nautilus Dr","Miami Beach",33140,25.818904,-80.135224,1,rooftop,4444,"Nautilus Dr","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
177,"1234 NE 89th St",Miami,33138,25.856951,-80.171976,1,rooftop,1234,"NE 89th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
178,"640 NE 55 St",Miami,33137,25.813153,-80.191714,0.12,place,,,Miami,FL,"Miami-Dade County",33137,US,"TIGER/Line® dataset from the US Census Bureau"
179,"5130 Alton Rd","Miami Beach",33140,25.828308,-80.130887,1,rooftop,5130,"Alton Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
180,"3426 Prairie Ave","Miami Beach",33140,25.810085,-80.131385,1,rooftop,3426,"Prairie Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
181,"1015 W 47th Ct","Miami Beach",33140,25.823653,-80.133806,1,rooftop,1015,"W 47th Ct","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
182,"581 NE 58 Street",Miami,33137,25.813153,-80.191714,0.12,place,,,Miami,FL,"Miami-Dade County",33137,US,"TIGER/Line® dataset from the US Census Bureau"
183,"211 NE 43 ST",Miami,33137,25.813153,-80.191714,0.12,place,,,Miami,FL,"Miami-Dade County",33137,US,"TIGER/Line® dataset from the US Census Bureau"
184,"5966 NE 6th Ave",Miami,33137,25.831099,-80.183845,1,rooftop,5966,"NE 6th Ave",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
185,"4575 Post Ave","Miami Beach",33140,25.820311,-80.128329,1,rooftop,4575,"Post Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
186,"4750 Bay Point Rd",Miami,33137,25.820194,-80.18721,1,rooftop,4750,"Bay Point Rd",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
187,"880 S Shore Dr","Miami Beach",33141,25.854738,-80.141841,1,rooftop,880,"S Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
188,"1113 NE 89th St",Miami,33138,25.85755,-80.174737,1,rooftop,1113,"NE 89th St","Miami Shores",FL,"Miami-Dade County",33138,US,Statewide2
189,"5911 Alton Rd","Miami Beach",33140,25.840248,-80.130549,1,rooftop,5911,"Alton Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
190,"169 NE 43rd Street",Miami,33137,25.815848,-80.192177,1,rooftop,169,"NE 43rd St",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
191,"7250 Belle Meade Blvd",Miami,33138,25.84218,-80.176429,1,rooftop,7250,"Belle Meade Blvd","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
192,"5925 NE 6th Ct",Miami,33137,25.830673,-80.181942,1,rooftop,5925,"NE 6th Ct",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
193,"4560 Post ave","Miami Beach",33140,25.820111,-80.128919,1,rooftop,4560,"Post Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
194,"7610 Bayside Ln","Miami Beach",33141,25.861286,-80.128717,1,rooftop,7610,"Bayside Ln","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
195,"4628 Alton Rd","Miami Beach",33140,25.82255,-80.136019,1,rooftop,4628,"Alton Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
196,"531 NE 63rd St",Miami,33138,25.834401,-80.185607,1,rooftop,531,"NE 63rd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
197,"5237 La Gorce Dr","Miami Beach",33140,25.82978,-80.1251,1,rooftop,5237,"La Gorce Dr","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
198,"461 NE 53rd St",Miami,33137,25.825432,-80.185122,1,rooftop,461,"NE 53rd St",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
199,"440 NE 92nd St","Miami Shores",33138,25.859527,-80.188321,1,rooftop,440,"NE 92nd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
200,"75 N Shore Dr",Miami,33141,25.858681,-80.1294,1,rooftop,75,"N Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
201,"5825 Alton Rd","Miami Beach",33140,25.839179,-80.130861,1,rooftop,5825,"Alton Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
202,"4260 Pine Tree Dr","Miami Beach",33140,25.815763,-80.126457,1,rooftop,4260,"Pine Tree Dr","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
203,"669 NE 60th St",Miami,33137,25.832245,-80.182447,1,rooftop,669,"NE 60th St",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
204,"1086 NE 91st St",Miami,33138,25.858985,-80.175181,1,rooftop,1086,"NE 91st St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
205,"550 W 51st St","Miami Beach",33140,25.827039,-80.127569,1,rooftop,550,"W 51st St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
206,"47 N Shore Drive","Miami Beach",33141,25.858296,-80.129125,1,rooftop,47,"N Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
207,"520 NE 55th Ter",Miami,33137,25.82666,-80.18424,1,rooftop,520,"NE 55th Ter",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
208,"520 NE 58th St",Miami,33137,25.829019,-80.184578,1,rooftop,520,"NE 58th St",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
209,"4484 Adams Ave","Miami Beach",33140,25.818652,-80.132916,0.9,rooftop,4484,"N Adams Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
210,"606 NE 56th St",Miami,33137,25.827559,-80.182482,1,rooftop,606,"NE 56th St",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
211,"835 W 47th St","Miami Beach",33140,25.822407,-80.131769,1,rooftop,835,"W 47th St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
212,"5979 Alton Rd","Miami Beach",33140,25.841025,-80.129978,1,rooftop,5979,"Alton Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
213,"755 Lakeview Dr","Miami Beach",33140,25.824878,-80.13021,1,rooftop,755,"Lakeview Dr","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
214,"5460 Alton Rd","Miami Beach",33140,25.834813,-80.129641,1,rooftop,5460,"Alton Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
215,"4340 Post Ave","Miami Beach",33140,25.816714,-80.129549,1,rooftop,4340,"Post Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
216,"97 N Shore Dr","Miami Beach",33141,25.858934,-80.129587,1,rooftop,97,"N Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
217,"1021 NE 83rd St",Miami,33138,25.85221,-80.176231,1,rooftop,1021,"NE 83rd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
218,"200 N Shore Dr","Miami Beach",33141,25.860033,-80.131186,1,rooftop,200,"N Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
219,"8650 Arboretum Ln",Miami,33138,25.854854,-80.178705,1,rooftop,8650,"Arboretum Ln","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
220,"4514 Sheridan Ave","Miami Beach",33140,25.819281,-80.126868,1,rooftop,4514,"Sheridan Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
221,"635 Fairway Dr","Miami Beach",33141,25.860214,-80.138226,1,rooftop,635,"Fairway Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
222,"4300 Royal Palm Ave","Miami Beach",33140,25.816015,-80.129084,1,rooftop,4300,"Royal Palm Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
223,"5935 NE 6th Ct",Miami,33137,25.831088,-80.182091,1,rooftop,5935,"NE 6th Ct",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
224,"4326 Post Ave","Miami Beach",33140,25.816445,-80.12959,1,rooftop,4326,"Post Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
225,"4400 NE 1st Ave",Miami,33137,25.816432,-80.193793,1,rooftop,4400,"NE 1st Ave",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
226,"464 NE 55th Ter",Miami,33137,25.826596,-80.185659,1,rooftop,464,"NE 55th Ter",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
227,"7441 Center Bay Dr","North Bay Village",33141,25.84516,-80.158613,1,rooftop,7441,"Center Bay Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
228,"1211 NE 82nd St",Miami,33138,25.851269,-80.173334,1,rooftop,1211,"NE 82nd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
229,"5135 Alton Rd","Miami Beach",33140,25.827951,-80.130185,1,rooftop,5135,"Alton Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
230,"431 NE 53rd St",Miami,33137,25.825387,-80.185812,1,rooftop,431,"NE 53rd St",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
231,"8425 NE 12th Ave",Miami,33138,25.8535,-80.173833,1,rooftop,8425,"NE 12th Ave","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
232,"1210 NE 83rd St",Miami,33138,25.851754,-80.173557,1,rooftop,1210,"NE 83rd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
233,"1100 NE 91 TER","Miami Shores",33138,25.863152,-80.192825,0.12,place,,,"Miami Shores",FL,"Miami-Dade County",33138,US,"TIGER/Line® dataset from the US Census Bureau"
234,"670 NE 50th Ter",Miami,33137,25.82213,-80.18203,1,rooftop,670,"NE 50th Ter",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
235,"5130 Cherokee Ave","Miami Beach",33140,25.827878,-80.129551,1,rooftop,5130,"Cherokee Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
236,"4770 Alton Rd","Miami Beach",33140,25.824864,-80.13394,1,rooftop,4770,"Alton Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
237,"6025 Alton Rd","Miami Beach",33140,25.841564,-80.129294,1,rooftop,6025,"Alton Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
238,"540 W 50th St","Miami Beach",33140,25.826155,-80.12768,1,rooftop,540,"W 50th St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
239,"7700 Beachview Dr","North Bay Village",33141,25.84671,-80.157341,1,rooftop,7700,"Beachview Dr","North Bay Village",FL,"Miami-Dade County",33141,US,Statewide2
240,"5515 LA GORCE DR","Miami Beach",33140,25.833545,-80.124786,1,rooftop,5515,"La Gorce Dr","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
241,"8450 N Bayshore Dr",Miami,33138,25.853811,-80.172332,0.8,rooftop,8450,"NE Bayshore Dr","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
242,"4955 Cherokee Ave","Miami Beach",33140,25.826137,-80.128893,1,rooftop,4955,"Cherokee Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
243,"735 S Shore Dr","Miami Beach",33141,25.855357,-80.139542,1,rooftop,735,"S Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
244,"7600 Beachview Drive","North Bay Village",33141,25.845886,-80.157307,1,rooftop,7600,"Beachview Dr","North Bay Village",FL,"Miami-Dade County",33141,US,Statewide2
245,"730 NE 76th St",Miami,33138,25.844789,-80.181621,1,rooftop,730,"NE 76th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
246,"940 NE 83rd St",Miami,33138,25.851578,-80.177333,1,rooftop,940,"NE 83rd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
247,"7524 Mutiny Ave","North Bay Village",33141,25.845814,-80.149906,1,rooftop,7524,"Mutiny Ave","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
248,"1200 NE 92nd St","Miami Shores",33138,25.86027,-80.17364,1,rooftop,1200,"NE 92nd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
249,"555 S Shore Drive","Miami Beach",33141,25.856156,-80.136302,1,range_interpolation,555,"S Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"TIGER/Line® dataset from the US Census Bureau"
250,"4755 Alton Rd","Miami Beach",33140,25.824212,-80.133794,1,rooftop,4755,"Alton Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
251,"870 W 43rd Ct","Miami Beach",33140,25.816466,-80.13428,1,rooftop,870,"W 43rd Ct","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
252,"7600 NE 8th Ave",Miami,33138,25.845335,-80.180003,1,rooftop,7600,"NE 8th Ave","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
253,"4470 Alton Rd","Miami Beach",33140,25.82006,-80.136163,1,rooftop,4470,"Alton Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
254,"7517 W Treasure Dr","North Bay Village",33141,25.845339,-80.15458,1,rooftop,7517,"W Treasure Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
255,"901 NE 73rd St",Miami,33138,25.842938,-80.177845,1,rooftop,901,"NE 73rd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
256,"920 N Shore Dr","Miami Beach",33141,25.859325,-80.142811,1,rooftop,920,"N Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
257,"330 W 46th","Miami Beach",33140,25.820529,-80.126744,1,rooftop,330,"W 46th St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
258,"8260 NE 12th Ave",Miami,33138,25.851775,-80.174191,1,rooftop,8260,"NE 12th Ave","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
259,"535 NE 50th Ter",Miami,33137,25.822531,-80.183643,1,rooftop,535,"NE 50th Ter",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
260,"455 NE 39th St",Miami,33137,25.813917,-80.187416,1,rooftop,455,"NE 39th St",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
261,"4951 Cherokee Ave","Miami Beach",33140,25.825785,-80.128884,1,rooftop,4951,"Cherokee Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
262,"1319 71st St","Miami Beach",33141,25.854346,-80.133013,1,rooftop,1319,"71st St","North Bay Village",FL,"Miami-Dade County",33141,US,Statewide2
263,"776 NE 74th St",Miami,33138,25.843191,-80.180262,1,rooftop,776,"NE 74th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
264,"5025 Cherokee Ave","Miami Beach",33140,25.827026,-80.128935,1,rooftop,5025,"Cherokee Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
265,"715 S Shore","Miami Beach",33141,25.855447,-80.139177,1,rooftop,715,"S Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
266,"59 N Shore Drive","Miami Beach",33141,25.857913,-80.128963,1,rooftop,59,"N Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
267,"1025 NE 91st Terrace","Miami Shores",33138,25.859854,-80.176464,1,rooftop,1025,"NE 91st Ter","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
268,"9250 N Bayshore Dr","Miami Shores",33138,25.861012,-80.172102,1,rooftop,9250,"N Bayshore Dr","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
269,"1021 W 46th St",Miami,33140,25.821908,-80.134262,1,rooftop,1021,"W 46th St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
270,"620 N Shore Drive","Miami Beach",33141,25.86055,-80.13804,1,rooftop,620,"N Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
271,"530 W 40th St","Miami Beach",33140,25.812834,-80.130107,1,rooftop,530,"W 40th St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
272,"5445 Collins Ave","Miami Beach",33140,25.834101,-80.120254,1,rooftop,5445,"Collins Ave","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
273,"423 NE 92nd St","Miami Shores",33138,25.860072,-80.188602,1,rooftop,423,"NE 92nd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
274,"888 W 47th Street","Miami Beach",33140,25.822054,-80.132944,1,rooftop,888,"W 47th St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
275,"7810 Center Bay Dr","North Bay Village",33141,25.847995,-80.159219,1,rooftop,7810,"Center Bay Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
276,"5600 NE 5th Ave",Miami,33137,25.827935,-80.184984,1,rooftop,5600,"NE 5th Ave",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
277,"935 S Shore Dr","Miami Beach",33141,25.855133,-80.142939,1,rooftop,935,"S Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
278,"268 NE 85th St","El Portal",33138,25.853791,-80.191414,1,rooftop,268,"NE 85th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
279,"860 NE 84th St",Miami,33138,25.85275,-80.1795,1,rooftop,860,"NE 84th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
280,"9204 NE 10th Ave","Miami Shores",33138,25.860728,-80.177245,1,rooftop,9204,"NE 10th Ave","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
281,"7607 NE 7th Ave",Miami,33138,25.845265,-80.182117,1,rooftop,7607,"NE 7th Ave","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
282,"86 NE 47th St",Miami,33137,25.818368,-80.193926,1,rooftop,86,"NE 47th St",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
283,"921 NE 72nd St",Miami,33138,25.841384,-80.1776,1,rooftop,921,"NE 72nd St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
284,"540 NE 74th St",Miami,33138,25.84293,-80.185531,1,rooftop,540,"NE 74th St","Miami Shores",FL,"Miami-Dade County",33138,US,"Miami-Dade County"
285,"340 N Shore Dr","Miami Beach",33141,25.860698,-80.133549,1,rooftop,340,"N Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
286,"520 NE 59th St",Miami,33137,25.829796,-80.184559,1,rooftop,520,"NE 59th St",Miami,FL,"Miami-Dade County",33137,US,"Miami-Dade County"
287,"415 S Shore Dr","Miami Beach",33141,25.857362,-80.134484,1,rooftop,415,"S Shore Dr","North Bay Village",FL,"Miami-Dade County",33141,US,"Miami-Dade County"
288,"4465 Alton Rd","Miami Beach",33140,25.81978,-80.135438,1,rooftop,4465,"Alton Rd","Miami Beach",FL,"Miami-Dade County",33140,US,"Miami-Dade County"
289,"600 W 51st St","Miami Beach",33140,25.82703,-80.127872,1,rooftop,600,"W 51st St","Miami Beach",FL,"Miami-Dade County",33140,US,Statewide2
