MLS NUMBER,STATUS,ADDRESS,BEDS,FBATHS,HBATHS,LIST PRICE,SOLD PRICE,CONTRACT,SETTLED,CITY,SUBDIV,LOT SIZE,TOT SQFT,LIV SQFT,YEAR BUILT,CONST,DESIGN1,DESIGN2,HEAT,COOLING,GAR SPACES,PARKING,GAR DESC,DINING,EXT FEAT,FLOORS,INT FEAT,LOT DESC,POOL2,POOL DIM,ROOF,OTHER ROOM,SEWER,VIEW,WATER,WINDOWS,SUBD INFO,EST TAXES,SPA,POOL1,MSTR BATH,STYLE,SHORT SALE,REO,BLDG UNITS,COMPLEX UNITS,UNIT FLOOR LOC,TOTAL FLOORS,SUBDIVISION INFO,SECURITY INFO,RESTRICTIONS,FEE DESCRIPTION,ASSOC FEE PAID PER,MAINT CHARGE,LAND LEASE,REC LEASE,ASSOCIATION FEE,MIN LEASE,MAINT INCL,DEVELOPMENT NAME,COMPLEX,UNIT #,ROOF,PUBLIC REMARKS,EXPECTED CLOSING DATE,APPROX LOT SIZE,ZIP CODE,PHOTO COUNT,WITHDRAWN DATE,EXPIRATION DATE,PENDING DATE,OFF MARKET DATE,SALE TERMS,DAYS ON MARKET,COUNTY,APN,ENTRY DATE,SELLER CONTRIBUTIONS (Y/N),SELLER CONTRIBUTIONS ($) 
A2136490,Closed Sale,950 BRICKELL BAY DR,2,2,0,420000,215000,06/25/2015 12:00:00 AM,12/30/2015 12:00:00 AM,Miami,,,986,986,2008,Cbs Construction,,,"Central Heat, Electric Heat","Electric Cooling, Central Cooling",1,Assigned Parking,,,Open Balcony,"Ceramic Floor, Carpeted Floors",Split Bedroom,,,,,,,,,,,8758,,,,C45-Co-Op 5+ Stories,False,False,,,34,42,,"Card Entry, Lobby Secured","Exterior Alterations, Daily Rentals Ok, Okay To Lease",,Monthly,576,0,0,576,,,The Plaza,The Plaza,3407,,"High floor, good views, leased until January 2016.  To show please see brokers Remarks ",01/29/2016 12:00:00 AM,,33131,4,,12/25/2015 12:00:00 AM,,12/30/2015 12:00:00 AM,Cash,156,Miami-Dade County,01-41-38-146-3610,06/25/2015 12:00:00 AM,False,
A10309843,Closed Sale,450 SW 18th Ter,2,1,0,399997,405000,07/13/2017 12:00:00 AM,08/18/2017 12:00:00 AM,Miami,HOLLEMAN PARK,6750,1939,1119,1939,Cbs Construction,Detached,One Story,Central Heat,Central Cooling,1,Driveway,,,Fruit Trees,Ceramic Floor,First Floor Entry,Less Than 1/4 Acre Lot,Below Ground Pool,15x30,,Garage Converted,Municipal Sewer,None,Other,,HOLLEMAN PARK,7677,,True,,R31-Pool Only,False,False,,,,,Public Road,,Ok To Lease,,,,,,,,,,,,,"Investor Special ! Absolutely a great deal for any investor or anyone looking to live in ""The Roads"". located in the best part of The Roads. Minutes from Brickell and Downtown. Gorgeous Skyline from the porch of the house. Property needs extensive work and it might code violations with the City of Miami. Buyer be ware due diligence. Property is all As-Is, Where- Is. Cash Only due to conditions. Seller has an Architectural Floor Plan - See pictures. Floor Plan is negotiable with all offers. Feel Free to Con",08/31/2017 12:00:00 AM,,33129,15,,12/31/2017 12:00:00 AM,07/20/2017 12:00:00 AM,07/20/2017 12:00:00 AM,Cash,6,Miami-Dade County,01-41-38-001-0350,07/13/2017 3:03:13 PM,False,
A10387635,Closed Sale,185 SW 7 ST,2,2,1,399900,380000,12/14/2017 12:00:00 AM,04/18/2019 12:00:00 AM,Miami,LATITUDE ON THE RIVER,,1300,1300,2007,Cbs Construction,,,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",1,"1 Space, Assigned Parking, Valet Parking",,Dining/Living Room,Open Balcony,Tile Floors,"First Floor Entry, Closet Cabinetry, Elevator, Foyer Entry, Roman Tub, Volume Ceilings, Walk-In Closets",,,,,,,,,"Other Windows, Picture Window, Sliding",LATITUDE ON THE RIVER,5375,,,Combination Tub & Shower,C45-Co-Op 5+ Stories,False,False,480,,43,44,,"Elevator Secure, Lobby Secured, Private Guards",Other Restrictions,,Monthly,921,0,0,921,,,LATITUDE,LATITUDE ON THE RIVER,4312,,"ABSOLUTELY THE BEST BUY IN THE BLDG.  Penthouse corner  unit with high  12 foot ceilings, incredible 270 degree views to the SE of all downtown, Brickell Ave and the big beautiful Bay.  Porcelain stone-look floors  throughout, fabulous Elfa closets.  Walk to new  Brickell center, Mary Brickell Village, and enjoy Miami's developing Riverwalk.",04/26/2019 12:00:00 AM,,33130,9,,06/14/2019 12:00:00 AM,03/27/2019 12:00:00 AM,04/18/2019 12:00:00 AM,Conventional,468,Miami-Dade County,01-41-38-126-4230,12/14/2017 11:06:56 AM,False,
A2191254,Closed Sale,485 BRICKELL AV,1,1,0,399000,357500,12/22/2016 12:00:00 AM,06/07/2017 12:00:00 AM,Unincorporated Dade County,,,898,898,2009,Cbs Construction,,,Central Heat,Central Cooling,1,1 Space,,,Open Balcony,Marble Floors,First Floor Entry,,,,,,,,,,,7048,,,,C45-Co-Op 5+ Stories,False,False,,,36,55,,"Doorman, Elevator Secure, Card Entry",No Restrictions,,Monthly,0,0,0,0,,,ICON VICEROY,ICON VICEROY III,3601,,"AMAZING AT THE FABULOUS ICON VICEROY 1/1 UNIT! 36TH  FLOOR, AMAZING VIEWS, STATE OF THE ART AND GLAMOROUS INSTILLED AMENITIES, INMACULATE KITCHEN WITH SUB ZERO FRIDGE,EUROPEAN CABINETRY AND SS APPLIANCES. DONT MISS!",06/09/2017 12:00:00 AM,,33131,11,,06/22/2017 12:00:00 AM,05/05/2017 12:00:00 AM,05/05/2017 12:00:00 AM,Cash,134,Miami-Dade County,01-41-38-149-1690,10/19/2015 1:29:00 PM,False,
A2129250,Closed Sale,1111 SW 1 AV,2,2,0,395000,280687,06/10/2015 12:00:00 AM,12/11/2015 12:00:00 AM,Miami,,,1012,1012,2008,"Pre-Cast Concrete Construction, Other Construction",,,Electric Heat,"Electric Cooling, Ceiling Fans",1,"Covered Parking, Assigned Parking, Space Purchased",,,"Barbeque, Courtyard, Open Balcony",Wood Floors,"Closet Cabinetry, Elevator, Pantry, Walk-In Closets",,,,,,,,,,,5200,,,,C45-Co-Op 5+ Stories,False,False,,,26,41,,"Card Entry, Lobby Secured, Security Patrol","No Trucks/Rv'S, Other Restrictions",,Monthly,606,0,0,606,,,,The Axis on Brickell II,2622-N,,"MOTIVATED SELLER. GREAT LOCATION.   BEAUTIFUL 2/2 UNIT.  STAINLESS STEEL APPLIANCES, FLOOR TO CEILING WINDOWS, WOOD FLOORS, LUXURY BUILDING , FEATURING FITNESS CENTERS, SPA, INFINITY POOL,EDGE POOL, THEATHER ROOM, BUSINESS CENTER AND MORE. LOCATED AT THE    HEART OF BRICKELL, WALKING DISTANCE TO RESTAURANTS, SHOPS, METROMOVER, PUBLIX AND BRICKELL CITY CENTER.  SEE PHOTOS",12/25/2015 12:00:00 AM,,33130,15,,01/01/2016 12:00:00 AM,,12/11/2015 12:00:00 AM,Cash,174,Miami-Dade County,01-41-38-139-2610,06/10/2015 12:00:00 AM,True,
A10361325,Closed Sale,1395 Brickell Ave,1,1,0,380000,370000,10/24/2017 12:00:00 AM,04/24/2018 12:00:00 AM,Miami,MAYFIELD CONDO,,829,829,2003,Cbs Construction,,,Central Heat,Central Cooling,2,"1 Space, Valet Parking",,,"High Impact Doors, Other","Carpeted Floors, Wood Floors","Closet Cabinetry, Foyer Entry, French Doors, Handicap Accessible, Pantry, Walk-In Closets",,,,,,,,,,MAYFIELD CONDO,7868,,,,C43-Condo-Hotel,False,False,,,31,36,,"Doorman, Tv Camera",No Restrictions,,Monthly,606,0,0,606,,,,MAYFIELD CONDO,3109,,"Beautiful, fully furnished 1 bed 1 bath condo in exclusive Brickell Arch Mixed-use Hi-rise. This 31st floor unit offers spectacular views of both water and city. Close to shops and restaurants in Brickell Business District. Conrad hotel in building offers great amenities such as spa, fitness room, pool, tennis courts, 24 hour valet. concierge, restaurant, room service and more. Condo-hotel unit can be put into Conrad hotel rental program. Great for investors. Easy to show.",04/24/2018 12:00:00 AM,,33131,20,,10/24/2018 12:00:00 AM,03/27/2018 12:00:00 AM,04/24/2018 12:00:00 AM,Cash,154,Miami-Dade County,01-41-39-083-0760,11/07/2017 12:43:51 PM,False,
A10458033,Closed Sale,465 Brickell Ave,1,1,0,379000,360000,04/24/2018 12:00:00 AM,06/20/2018 12:00:00 AM,Miami,ICONBRICKELL CONDO NO 1,,725,725,2008,Concrete Block Construction,,,Electric Heat,Central Cooling,1,Covered Parking,,,"Barbeque, Open Balcony",Marble Floors,"First Floor Entry, Closet Cabinetry",,,,,,,,,,ICONBRICKELL CONDO NO 1,7433,,,,C42-Condo 5+ Stories,False,False,,,57,57,,"Doorman, Elevator Secure, Garage Secured",Ok To Lease,,Monthly,550,0,0,550,,,,ICONBRICKELL CONDO NO 1,PH-5704,,"Enjoy amazing views from this Penthouse level residence at the Icon Brickell. Very spacious unit features 24-inch porcelain flooring, European style kitchen w/Sub-Zero, Wolf & Bosch appliances, spa-like bathroom w/shower, tub, washer/dryer in unit & terrace w/incredible views. 5-star amenities include full-service spa & fitness center, Olympic-size pool, hot tub, 24-hr valet & concierge. Enjoy living in one of the most exciting neighborhoods in Miami, steps away from the best restaurants, bars, shopping",06/20/2018 12:00:00 AM,,33131,21,,10/24/2018 12:00:00 AM,06/01/2018 12:00:00 AM,06/01/2018 12:00:00 AM,Cash,38,Miami-Dade County,01-41-38-147-2020,04/24/2018 6:35:09 PM,False,
A10263232,Closed Sale,41 SE 5th St,2,2,,379000,350000,04/21/2017 12:00:00 AM,02/26/2018 12:00:00 AM,Miami,,,1289,1289,2006,Concrete Block Construction,,,Central Heat,Central Cooling,1,Other Parking,,,"High Impact Doors, Open Balcony",Marble Floors,First Floor Entry,,,,,,,,,,,6462,,,,C42-Condo 5+ Stories,False,False,,,7,42,,"Doorman, Lobby Secured, Other Security",Ok To Lease,,Monthly,800,0,0,800,,,,Brickell On the rive,716,,"Don't miss out on this great loft located in the heart of Brickell a walk away from Brickell a walk from Brickell City Centre & Brickell Ave. Marble flooring throughout, stainless steel appliances, Kitchen with granite counter tops, floor to ceiling impact windows that lights up the entire apartment and a very nice terrace looking over the Miami skyline and river. 10% down financing for condos available for qualified buyers! Ask for more info.",02/28/2018 12:00:00 AM,,33131,14,,04/20/2018 12:00:00 AM,02/13/2018 12:00:00 AM,02/13/2018 12:00:00 AM,Cash,298,Miami-Dade County,01-41-38-133-2880,04/21/2017 5:26:23 PM,False,
A1984426,Closed Sale,366 SW 18 RD,2,2,0,370000,370000,07/30/2014 12:00:00 AM,02/09/2015 12:00:00 AM,Miami,HOLLEMAN PARK,,1390,1390,1939,Concrete Block Construction,Detached,One Story,Central Heat,Central Cooling,0,Driveway,,,Fence,Wood Floors,First Floor Entry,Less Than 1/4 Acre Lot,,,,Other,Municipal Sewer,Other View,Municipal Water,,HOLLEMAN PARK,5432,,False,,R30-No Pool/No Water,True,False,,,,,No Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"PRE-APPROVED PRICE.Please allow 24 hour notice for showings. Please use AS-IS Contract. When presenting an offer, buyer's agent must send proof of founds, Please attach addendum to contract (attached in MLX) to the offer. NO EXCEPTIONS will be made. Incom plete offers will not be presented to seller.",02/03/2015 12:00:00 AM,X,33129,9,,03/30/2015 12:00:00 AM,12/02/2014 12:00:00 AM,02/09/2015 12:00:00 AM,Cash,125,Miami-Dade County,01-41-38-001-1840,07/30/2014 12:00:00 AM,False,
A1919676,Closed Sale,1050 BRICKELL AV,1,1,0,365000,348000,03/11/2014 12:00:00 AM,09/08/2014 12:00:00 AM,Miami,,,843,843,2008,Pre-Cast Concrete Construction,,,Central Heat,Central Cooling,0,1 Space,,,Other,Other Floors,Other Interior Features,,,,,,,,,,,7860,,,,C45-Co-Op 5+ Stories,False,False,,,0,0,,Other Security,Other Restrictions,,Monthly,0,0,0,652,,,,1060 BRICKELL CONDO,3102,,SPECTACULAR NE CORNER UNIT WITH WATER VIEWS LOCATED IN THE HEART OF BRICKELL ON BRICKELL WITH EASY ACCESS FROM BRICKELL TO SOUTH MIAMI AVE. SELLER MOTIVATED VACANT EASY TO SHOW. ,11/28/2014 12:00:00 AM,,33131,1,,03/11/2015 12:00:00 AM,07/28/2014 12:00:00 AM,09/08/2014 12:00:00 AM,Cash,139,Miami-Dade County,01-41-38-134-3370,03/11/2014 12:00:00 AM,False,
A10303546,Closed Sale,1430 Brickell Bay Drive,2,2,,352000,320000,07/03/2017 12:00:00 AM,01/05/2018 12:00:00 AM,Miami,,,,1230,1961,Concrete Block Construction,,,Other,Wall/Window Unit Cooling,1,Covered Parking,Attached,Dining/Living Room,Open Balcony,Carpeted Floors,"First Floor Entry, Walk-In Closets",,,,,Other,,,,Other Windows,,4826,,,Combination Tub & Shower,C45-Co-Op 5+ Stories,False,False,99,,8,13,,"Doorman, Card Entry",Ok To Lease,,Monthly,824,0,0,824,,,,BAYSHORE CO OP INC,805,,"Stunning water views from this 2/2 corner unit. Diamond in the rough. Rarely on the market. Point View is a boutique building on Biscayne Bay steps away from the heart of Miami's business center. Enjoy spectacular sunrises from the spacious balcony. Walking distance to vibrant downtown, experience the newly opened Brickell City Centre, as well as incredible dining, entertainment and cultural events.",,,33131,14,,01/06/2018 12:00:00 AM,08/18/2017 12:00:00 AM,08/18/2017 12:00:00 AM,Cash,46,Miami-Dade County,01-41-39-066-0550,07/03/2017 3:38:48 PM,False,
A10527720,Closed Sale,240 SW 15th Rd,2,2,0,350000,345000,08/27/2018 12:00:00 AM,10/15/2018 12:00:00 AM,Miami,BRICKELL ROADS TOWNHOUSE,,1130,1130,1999,Concrete Block Construction,,,"Central Heat, Electric Heat","Ceiling Fans, Central Cooling, Electric Cooling",2,Covered Parking,Detached,Dining/Living Room,"Courtyard, Fence","Parquet Floors, Tile Floors",First Floor Entry,,,,,,,,,,BRICKELL ROADS TOWNHOUSE,5204,,,"Dual Sinks, Shower Only",T52-Townhouse Condo,False,False,,,1,3,,"Complex Fenced, Card Entry","Exterior Alterations, Ok To Lease, No Trucks/Rv'S",,Monthly,0,0,0,350,,,,BRICKELL ROADS,108,,"MUST SEE THIS BEAUTIFUL THREE STORY TOWN HOME IN BRICKELL ROADS. KITCHEN WITH ENERGY EFFICIENT, STAINLESS STEEL APPLIANCES; LARGE WASHER AND DRYER; REMODELED MASTER BATHROOM; LAMINATE FLOORS; 2 COVERED PARKING SPOTS; EXCELLENT LOCATION, ACROSS FROM WALGREENS AND PUBLIX, WITH EASY ACCESS TO MAJOR ROADS. WALKING DISTANCE TO MARY BRICKELL VILLAGE AND METRO RAIL.",10/31/2018 12:00:00 AM,,33129,7,,12/30/2018 12:00:00 AM,09/25/2018 12:00:00 AM,09/25/2018 12:00:00 AM,Conventional,29,Miami-Dade County,01-41-39-070-0080,08/27/2018 2:56:45 PM,False,
A10457341,Closed Sale,1250 S Miami Ave,2,2,0,350000,325000,04/23/2018 12:00:00 AM,07/19/2018 12:00:00 AM,Miami,VUE AT BRICKELL CONDO,,1116,1116,2004,Cbs Construction,,,Central Heat,Central Cooling,1,Guest Parking,Attached,"Breakfast Area, Dining/Living Room",Open Balcony,"Carpeted Floors, Tile Floors","First Floor Entry, Elevator",,,,,,,,,"Blinds/Shades, High Impact Windows",VUE AT BRICKELL CONDO,6012,,,Shower Only,C42-Condo 5+ Stories,False,False,,,10,36,,"Garage Secured, Lobby Secured, Tv Camera",Ok To Lease,,Monthly,659,0,0,659,,,,Vue,1015,,"Spacious corner unit, upgraded European kitchen cabinetry, quartz countertop and table with stainless steel appliances, large wrap-around ""L"" shape balcony. Enjoy the amenities including fitness center, pool, spa, media room, business center, sun deck, internet, party room, 24 hours security, valet, concierge. Nice Building located in the heart of Brickell, surrounded by finest restaurants, bars and more",06/30/2018 12:00:00 AM,,33130,17,,07/31/2018 12:00:00 AM,05/30/2018 12:00:00 AM,05/30/2018 12:00:00 AM,Conventional,37,Miami-Dade County,01-41-39-088-3090,04/24/2018 4:59:00 PM,True,2500
A2019329,Closed Sale,240 SW 15 RD,2,2,0,350000,337000,10/14/2014 12:00:00 AM,08/31/2016 12:00:00 AM,Miami,,,1220,1220,1999,"Concrete Block Construction, Cbs Construction",,,Central Heat,Central Cooling,0,"2 Or More Spaces, Assigned Parking",,,"Open Balcony, Patio, Storm/Security Shutters",Wood Floors,"Vaulted Ceilings, Walk-In Closets",,,,,,,,,Bay Window,,2639,,,,T52-Townhouse Condo,False,False,,,0,0,,"Complex Fenced, Card Entry, Phone Entry",Other Restrictions,,Monthly,300,0,0,300,,,Brickell Roads,Brickell Roads,105,,"Location, location, location! Brickell Roads Townhouse. Rare opportunity to own this unique 3 story corner unit with laminated wood floors throughout, open kitchen, 2 assigned parking spaces, full bedroom at the entry level, walk-in closets. High ceilings   with interesting angled walls ,not your typical boring rectangular room! This unit has the largest yard. Centrally located, pet friendly gated community. Seller motivated.",08/31/2016 12:00:00 AM,,33131,16,,10/31/2016 12:00:00 AM,07/12/2016 12:00:00 AM,08/31/2016 12:00:00 AM,Conventional,624,Miami-Dade County,01-41-39-070-0050,10/14/2014 12:00:00 AM,False,
A2145415,Closed Sale,1611 SW 2 CT,2,2,0,343000,335000,07/15/2015 12:00:00 AM,10/05/2015 12:00:00 AM,Miami,,,1265,1265,2002,Cbs Construction,,,Central Heat,"Central Cooling, Ceiling Fans",2,"2 Or More Spaces, Covered Parking",Attached,Dining/Living Room,"Open Balcony, Storm/Security Shutters",Wood Floors,"First Floor Entry, Walk-In Closets",,,,,,,,,Blinds/Shades,,2587,,,,T52-Townhouse Condo,False,False,,,1,1,,"Tv Camera, Unit Alarm, Card Entry","Daily Rentals Ok, Exterior Alterations",,Monthly,220,0,0,220,,,Brickell Roads II,Brickell Roads II,C108,,"Exquisite Brickell Roads Townhouse.  Gated Complex with Bright and Open Parking Court. Townhome features foyer entry leading to Gst Bdr & Bth w/access to the extra large wrap around ""Brick Paved"", corner patio.  Second level contains open floor plan L/D,  Kt combo. Very private master suite with Bright Views on the entire upper floor.  Meticulous owner has made many upgrades, including new designer guest bath and real engineered Hardwood flooring through out the unit. Please see Brkr Remarks",09/25/2015 12:00:00 AM,,33129,16,,01/15/2016 12:00:00 AM,07/20/2015 12:00:00 AM,10/05/2015 12:00:00 AM,Conventional,5,Miami-Dade County,01-41-39-072-0080,07/15/2015 12:00:00 AM,False,
A2018775,Closed Sale,240 SW 15 RD,2,2,0,339000,320000,10/13/2014 12:00:00 AM,06/02/2015 12:00:00 AM,Miami,,,1200,1200,1999,Concrete Block Construction,,,Central Heat,Central Cooling,2,1 Space,,,None,Wood Floors,First Floor Entry,,,,,,,,,,,2861,,,,T52-Townhouse Condo,False,False,,,2,2,,Other Security,Other Restrictions,,Monthly,0,0,0,0,,,,BRICKELL ROADS TOWNHOUSE,106,,"DRASTICALLY REDUCED PRICE!BEAUTIFUL 2-LEVEL TOWNHOME IN EXCLUSIVE GATED COMMUNITY IN BRICKELL. 2 BEDROOMS (CITY RECORDS SHOW 1BED), 2 FULL BATH, SPACIOUS LIV/DIN ROOM AREAS; KITCHEN, COUNTER SEATING, WASHER/DRYER INSIDE, FRESH INTERIOR PAINT & LOVELY WOOD  LAMINATED FLOORS. VERY BRIGHT. LOW MAINTENANCE $300 HOA MONTHY. RENTED UNTIL MAY 2015 FOR $2,100. PRIME LOCATION, ACROSS FROM WALGREENS AND PUBLIX,  WALKING DISTANCE TO MARY BRICKELL VILLAGE AND METRO RAIL. PETS FRIENDLY AND 2 PARKING SPACES!",06/12/2015 12:00:00 AM,,33129,14,,10/13/2015 12:00:00 AM,05/04/2015 12:00:00 AM,06/02/2015 12:00:00 AM,Cash,203,Miami-Dade County,01-41-39-070-0060,10/13/2014 12:00:00 AM,False,
A10549806,Closed Sale,123 SW 17th Rd,2,2,0,334900,300000,10/01/2018 12:00:00 AM,12/18/2018 12:00:00 AM,Miami,BRICKELL OAKS TOWNHOUSE C,,1250,1250,2003,Cbs Construction,,,Central Heat,Central Cooling,0,Other Parking,,Dining/Living Room,"Courtyard, Fence","Carpeted Floors, Ceramic Floor",First Floor Entry,,,,,,,,,,BRICKELL OAKS TOWNHOUSE C,1958,,,,T52-Townhouse Condo,False,False,,,1,3,,"Complex Fenced, Phone Entry",Ok To Lease,,Monthly,332,0,0,332,,,,Brickell Oaks,103,,"Huge tri-level townhouse in the heart of Brickell with updated kitchen, large bedrooms with sitting areas, private backyard, two assigned parking spaces, well secured complex, near the beach, South beach and the vibrant Brickell living. Unit is freshly painted and ready to move in. Brickell Oaks offers a sense of serenity and peacefulness in the midst of Brickell.",12/18/2018 12:00:00 AM,,33129,20,,03/31/2019 12:00:00 AM,11/13/2018 12:00:00 AM,11/13/2018 12:00:00 AM,Conventional,43,Miami-Dade County,01-41-38-082-0030,10/05/2018 7:16:34 PM,False,
A2183056,Closed Sale,950 BRICKELL BAY DR,1,1,0,330000,315000,10/01/2015 12:00:00 AM,03/21/2016 12:00:00 AM,Miami,,,688,688,2008,Stucco Exterior Construction,,,Electric Heat,Electric Cooling,1,1 Space,,,"Barbeque, Deck",Wood Floors,"Elevator, Built-Ins",,,,,,,,,,,3478,,,,C23-Condo/Timeshare,False,False,560,,24,56,,"Doorman, Elevator Secure, Card Entry","Daily Rentals Ok, Exterior Alterations",,Monthly,0,0,0,410,,,,The Plaza at Brickell,2402,,"Outstanding 1/1 CONDO Apartment in the heart of Brickell. Apartment is a bargain for the price. It has california closets, wood floors, modern blackout and screens, open European Kitchen, and furniture could be negotiable separately. The unit comes with O  NE ASSIGNED PARKING. ***BUILDING IS ONLY FINANCED WITH 25% Down Payment as the association do not collect enough reserves*** GREAT AMMENITIES, NEAR RESTAURANTS, BARS AND OFFICE BUILDINGS. Owner Occupied and will move within 30 days.",03/21/2016 12:00:00 AM,,33131,26,,06/30/2016 12:00:00 AM,02/19/2016 12:00:00 AM,03/21/2016 12:00:00 AM,Cash,141,Miami-Dade County,01-41-38-146-1250,10/01/2015 12:00:00 AM,True,0
A2063025,Closed Sale,951 BRICKELL AV,1,1,0,325000,315000,01/23/2015 12:00:00 AM,06/17/2015 12:00:00 AM,Miami,,,702,702,2008,Cbs Construction,,,Electric Heat,Other,1,1 Space,,,Open Balcony,Tile Floors,"Elevator, Walk-In Closets",,,,,,,,,,,4789,,,,C45-Co-Op 5+ Stories,False,False,,,11,43,,"Card Entry, Garage Secured",Daily Rentals Ok,,Monthly,42940,0,0,42940,,,,The Plaza On Brickell,1102,,"SPECTACULAR UNIT IN THE HEART OF BRICKELL FINANCIAL DISTRICT .GREAT LOCATION!! WALKING DISTANCE BRICKELL CITY CENTRE, DOWN TOWN MIAMI AND MORE.. UNIT IS CURRENTLY LEASED UNTIL MAY 14,2015 INVESTORS WELCOME!! ",06/20/2015 12:00:00 AM,,33131,12,,01/22/2016 12:00:00 AM,04/20/2015 12:00:00 AM,06/17/2015 12:00:00 AM,Conventional,87,Miami-Dade County,01-41-38-140-0790,01/26/2015 12:00:00 AM,True,18900
A1689243,Closed Sale,465 BRICKELL AV,1,1,0,325000,315000,09/14/2012 12:00:00 AM,03/16/2015 12:00:00 AM,Miami,,,597,597,2010,Cbs Construction,,,No Heat,Central Cooling,1,1 Space,,,Other,Tile Floors,No Interior Features,,,,,,,,,,,5247,,,,C45-Co-Op 5+ Stories,False,False,,,4,57,,"Doorman, Guard At Site",No Restrictions,,Monthly,581,0,0,581,,,ICON BRICKELL 1,ICON BRICKELL TOWER 1,404,,"Priced to Sell. Price Firm. Great 1bed/1bath in Tower 1 of Icon Brickell Unit features 726 sq ft (per developer floor plan), 24 x 24 white porcelain floors throughout, sunscreen shades in living and bedroom. Tenant Occupied Until March 31 2015. Don't miss  out on this opportunity. Easy to Show. Call Listing Agent. ",03/11/2015 12:00:00 AM,,33131,20,,03/12/2015 12:00:00 AM,02/17/2015 12:00:00 AM,03/16/2015 12:00:00 AM,Cash,886,Miami-Dade County,01-41-38-147-1500,09/14/2012 12:00:00 AM,False,
A1991387,Closed Sale,123 SW 17 RD,2,2,0,319000,276000,08/14/2014 12:00:00 AM,06/18/2015 12:00:00 AM,Miami,,,1250,1250,2003,Cbs Construction,,,Central Heat,Central Cooling,0,"1 Space, Assigned Parking",,"Dining/Living Room, Snack Bar/Counter","Courtyard, Open Balcony, Patio",Tile Floors,"First Floor Entry, Built-Ins, Stacked Bedroom, Walk-In Closets",,,,,,,,,,,1269,,,,T51-Townhouse Fee Simple,True,False,,,1,3,,Complex Fenced,Other Restrictions,,Monthly,290,0,0,290,,,,Brickells Oaks Townhouse,102,,"Unapproved short sale. Townhouse in prime Brickell location. 2 bedroom, 2 bathroom 3 story townhouse in the heart of Brickell. This unit features updated kitchen, walk-in closet, and extra loft/den that may be used as an extra bedroom. 24 hour notice requ ired for appt. Closing Agent is Peter Ariz, Processor for this shortsale  Buyer will pay Sterling One Realty a $895 commission fee",06/01/2015 12:00:00 AM,,33129,11,,12/31/2015 12:00:00 AM,11/25/2014 12:00:00 AM,06/18/2015 12:00:00 AM,Cash,103,Miami-Dade County,01-41-38-082-0020,08/14/2014 12:00:00 AM,False,
A1988714,Closed Sale,701 BRICKELL KEY BL,1,1,1,319000,305000,08/07/2014 12:00:00 AM,01/30/2015 12:00:00 AM,Miami,,,806,806,1997,Cbs Construction,,,Central Heat,Central Cooling,1,1 Space,Attached,Eat-In Kitchen,"Barbeque, Courtyard, Open Balcony",Other Floors,First Floor Entry,,,,,,,,,,,4060,,,,C44-Co-Op 1-4 Stories,False,False,,,20,28,,"Doorman, Elevator Secure, Card Entry",Okay To Lease,,Monthly,0,0,0,555,,,Brickell Key,Courvoisier Courts Condo,2008,,"Exlusive opportunity and remarkable price for this bright and spacious unit in luxurious, gated Brickell Key.  Building's amenities abound with 24/7 concierge and security, media/theatre room, raquetball courts, waterfront pool and veranda, and 2-story gy m.  Walk to gated island luxuries like waterfront walkway, gourmet marketplace, dry cleaners, Brickell Financial District and more.  In-unit washer/dryer. Priced to sell now; easy to show.",02/27/2015 12:00:00 AM,,33131,10,,02/04/2015 12:00:00 AM,12/08/2014 12:00:00 AM,01/30/2015 12:00:00 AM,Cash,123,Miami-Dade County,01-42-06-063-1780,08/08/2014 12:00:00 AM,False,
A10486376,Closed Sale,1611 SW 2nd Ct,2,2,0,310000,280000,06/16/2018 12:00:00 AM,03/18/2019 12:00:00 AM,Miami,BRICKELL ROADS II TOWNHOU,,1200,1200,2002,Cbs Construction,,,Central Heat,Central Cooling,0,Covered Parking,,,"Courtyard, Fence",Tile Floors,First Floor Entry,,,,,,,,,,BRICKELL ROADS II TOWNHOU,5473,,,,T52-Townhouse Condo,False,False,,,1,1,,"Complex Fenced, Card Entry",Ok To Lease,,Monthly,265,0,0,265,,,,BRICKELL ROADS,A110,,"2 bedroom /2 bathroom, rare 3-story townhome with high ceilings. 2 assigned covered parking spots. Large closets and storage throughout. Upgrades include granite countertops and brand new AC. This is an amazing opportunity to own a townhome in the Brickell area with secured gated entry.   Walking distance to restaurants, bars, supermarkets, and the Metro Rail.  Property located in close proximity to Mary Brickell Village and plenty of entertainment. One bedroom on first floor, dining area second floor, and master BR & Bth on third floor. Has a patio and terrace. Pet friendly, large closets and storage. Priced to sell!",03/05/2019 12:00:00 AM,,33129,35,,06/12/2019 12:00:00 AM,02/04/2019 12:00:00 AM,02/04/2019 12:00:00 AM,Conventional,233,Miami-Dade County,01-41-39-072-0100,06/16/2018 5:47:26 PM,False,
